chip_id,chip_coordinate_x,chip_coordinate_y,crop_per_2023,non_crop_per_2023,crop_per_2022,non_crop_per_2022,crop_per_2021,non_crop_per_2021,crop_per_2020,non_crop_per_2020,crop_per_2019,non_crop_per_2019,crop_per_2018,non_crop_per_2018,crop_per_2017,non_crop_per_2017,crop_per_2016,non_crop_per_2016,crop_per_2015,non_crop_per_2015,crop_per_2014,non_crop_per_2014,average_crop_per
chip_050_105,-1595190.0,2841420.0,35.0,65.0,43.37,56.63,30.83,69.17,33.13,66.87,40.45,59.55,40.01,59.99,29.23,70.77,39.05,60.95,36.3,63.7,34.27,65.73,36.164
chip_050_106,-1588470.0,2841420.0,0.0,0.0,26.77,73.23,0.0,0.0,0.0,0.0,23.88,76.12,28.42,71.58,0.0,0.0,0.0,0.0,30.09,69.91,25.29,74.71,13.444999999999999
chip_050_138,-1373430.0,2841420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.65,45.35,5.465
chip_050_139,-1366710.0,2841420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.01,43.99,5.601
chip_050_159,-1232310.0,2841420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.29,57.71,4.229
chip_050_160,-1225590.0,2841420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.97,55.03,4.497
chip_050_161,-1218870.0,2841420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.05,75.95,2.4050000000000002
chip_050_162,-1212150.0,2841420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.48,73.52,2.648
chip_050_163,-1205430.0,2841420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.31,25.69,7.431
chip_050_164,-1198710.0,2841420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.16,16.84,8.315999999999999
chip_051_065,-1863990.0,2834700.0,25.14,74.86,24.77,75.23,25.48,74.52,23.84,76.16,22.72,77.28,0.0,0.0,0.0,0.0,22.52,77.48,0.0,0.0,26.39,73.61,17.086000000000002
chip_051_066,-1857270.0,2834700.0,35.47,64.53,36.74,63.26,38.92,61.08,37.26,62.74,37.51,62.49,35.95,64.05,37.13,62.87,41.4,58.6,40.76,59.24,38.74,61.26,37.988
chip_051_067,-1850550.0,2834700.0,26.16,73.84,22.99,77.01,27.04,72.96,0.0,0.0,0.0,0.0,24.19,75.81,22.79,77.21,23.69,76.31,25.5,74.5,23.81,76.19,19.616999999999997
chip_051_068,-1843830.0,2834700.0,46.5,53.5,38.66,61.34,48.23,51.77,42.44,57.56,35.04,64.96,40.83,59.17,39.78,60.22,41.91,58.09,44.14,55.86,39.83,60.17,41.736
chip_051_069,-1837110.0,2834700.0,29.11,70.89,23.36,76.64,31.12,68.88,23.06,76.94,0.0,0.0,32.97,67.03,30.4,69.6,29.51,70.49,30.75,69.25,25.11,74.89,25.538999999999998
chip_051_079,-1769910.0,2834700.0,43.89,56.11,36.9,63.1,45.03,54.97,36.62,63.38,29.78,70.22,28.7,71.3,30.67,69.33,31.72,68.28,36.15,63.85,42.97,57.03,36.242999999999995
chip_051_080,-1763190.0,2834700.0,49.13,50.87,43.94,56.06,44.9,55.1,45.44,54.56,46.84,53.16,43.66,56.34,51.21,48.79,43.42,56.58,44.49,55.51,43.68,56.32,45.671
chip_051_081,-1756470.0,2834700.0,0.0,0.0,0.0,0.0,28.73,71.27,23.86,76.14,0.0,0.0,0.0,0.0,23.12,76.88,0.0,0.0,0.0,0.0,20.97,79.03,9.668000000000001
chip_051_082,-1749750.0,2834700.0,0.0,0.0,0.0,0.0,29.04,70.96,0.0,0.0,25.81,74.19,0.0,0.0,28.92,71.08,0.0,0.0,26.72,73.28,0.0,0.0,11.049
chip_051_083,-1743030.0,2834700.0,28.0,72.0,0.0,0.0,29.34,70.66,0.0,0.0,29.7,70.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.704
chip_051_084,-1736310.0,2834700.0,24.03,75.97,37.34,62.66,27.23,72.77,39.95,60.05,27.09,72.91,35.49,64.51,25.46,74.54,33.33,66.67,24.45,75.55,34.34,65.66,30.871000000000002
